"time","analysis_ET_mm_day","analysis_VPD","analysis_log10_psi_soil"
2000-10-30,0.363414291493647,-4.81215630146178,-1.69742471034764
2000-11-06,0.346244481112594,-2.39501747464171,-1.08357795325671
2000-11-13,0.116830917984535,-2.60451158096936,-0.831429835147043
2000-11-20,-0.0167793523479617,-2.88973928242513,-0.519097405448265
2000-11-27,0.105729497033893,-2.52583713289886,-0.366097843345624
2000-12-04,0.144862352976872,-2.24851415504942,-0.20102116945246
2000-12-11,0.173695138054855,-0.954335598774389,-0.156658290205391
2000-12-18,0.0671078982193046,-0.467939730118679,-0.0509651714033623
2000-12-25,0.0453000410932785,0.0885472730111028,0.173809295445068
2001-01-01,0.196453789488649,1.29108292296088,0.406673810854489
2001-01-08,0.326759946223321,-1.46526186864872,-0.192363210233019
2001-01-15,0.0433099367397037,0.833790897332482,-0.0897109929435769
2001-01-22,NA,NA,NA
2001-01-29,NA,NA,NA
2001-02-05,0.148166406554227,-0.480400098115978,-0.0542467630898744
2001-02-12,-0.205526584975381,0.166192513960576,-0.181800331751997
2001-02-19,NA,NA,NA
2001-02-26,-0.272966722560435,-0.229413239155666,-0.338503212410643
2001-03-05,-0.388572752808261,-1.65786347209817,-0.360901228540032
2001-03-12,-0.0110357543057802,10.0380768444105,-0.176722550818255
2001-03-19,0.0455029977362753,0.625489272491633,0.10279185059956
2001-03-26,0.537077974839778,1.91596456863534,0.271481571535306
2001-04-02,-0.268564611109988,-2.03910776917988,0.445552304847133
2001-04-09,-0.0362836655540746,-2.03251732560018,-0.0372392207291803
2001-04-16,-0.0882614296864053,-5.71449826904945,-0.331062297712169
2001-04-23,0.950714940449179,0.166358670349153,-0.641663656576762
2001-04-30,1.29044336003722,5.83311809019959,-0.333277418140952
2001-05-07,0.317733902022174,7.80859511429387,0.0126934559694378
2001-05-14,-0.42982584868816,5.87184631198831,0.0939567553217291
2001-05-21,-0.667700057285628,9.20567973505137,0.0428371101274188
2001-05-28,-0.863868688414932,6.61128708621974,-0.031202032165405
2001-06-04,-0.918707928010029,3.22323300143564,-0.0729692427504505
2001-06-11,NA,NA,NA
2001-06-18,NA,NA,NA
2001-06-25,NA,NA,NA
2001-07-02,-0.181740663831488,10.2401540263765,0.602323391689795
2001-07-09,-0.0388616799429255,-7.76514641780659,0.566251187067517
2001-07-16,0.106167515698183,-8.48796912201233,0.537712253513423
2001-07-23,0.165684750919257,-3.00866164492539,0.488795865365607
2001-07-30,0.190086299873755,-7.36685943147564,0.470244260921829
2001-08-06,0.196260969139935,-0.371265625331642,0.443041002840668
2001-08-13,0.188464869836841,1.24957220206149,0.485654605325548
2001-08-20,0.143494834009446,-5.7293714873085,0.479888409005118
2001-08-27,0.0887305447537728,0.297283819383455,0.469622996155056
2001-09-03,0.00199669072511764,0.731215164561398,0.502402342232127
2001-09-10,-0.07685556311191,-6.17293010409923,0.548754835360415
2001-09-17,-0.148979629194526,-0.6409865131481,0.589044459395041
2001-09-24,0.186598794263167,-2.33500894149185,0.4886573291644
2001-10-01,-0.191362214179054,0.993492122686956,0.502139314069854
2001-10-08,-0.346451276691434,3.13944124995179,0.633438078454788
2001-10-15,-0.419366361967564,-0.436868237443967,0.775976900800281
2001-10-22,-0.440965074173692,0.0646699785012252,0.949389414021764
2001-10-29,-0.0864423809969933,-2.0148110633664,0.45292213301569
2001-11-05,-0.130695688892166,1.03922359678691,0.593507700172308
2001-11-12,0.016598184133518,-2.99293122382643,-0.669071163196458
2001-11-19,0.0653905436030267,-1.77067380623465,-0.573421315893625
2001-11-26,0.0947142679063606,-1.48434606147029,-0.717748264283797
2001-12-03,0.199442767752383,-1.61529391695418,-0.888185882144666
2001-12-10,0.243921076997565,-0.14626417020296,-0.687977938372719
2001-12-17,0.165561005636214,-1.21969270630915,-0.598730792126299
2001-12-24,-0.0641984173364521,-1.12086641746509,-0.430072653066994
2001-12-31,-0.0735925259072691,-1.53370576751531,-0.327952386149803
2002-01-07,-0.107623075917787,-1.73523508293444,-0.0382632125223346
2002-01-14,0.00237332115060496,-0.789110888381805,0.136068416582323
2002-01-21,-0.12588476050036,-0.793274650363888,0.198100065104053
2002-01-28,-0.0880635933678297,-0.847770939632841,0.172940160184832
2002-02-04,-0.0407934205997758,-0.0113703362112156,0.199308629869341
2002-02-11,-0.378935504876256,-0.885200343182281,0.156483334767966
2002-02-18,-0.140979117709828,-1.0847223007868,0.0249101492679635
2002-02-25,0.218186829626154,2.01676235608243,0.153511396078813
2002-03-04,-0.278825116854279,-1.07504799590769,-0.0956206003171833
2002-03-11,-0.271694467063798,-1.68225648892286,-0.223032952706187
2002-03-18,-0.186769230018827,-0.969022632270272,-0.30170740103715
2002-03-25,0.406264255201294,1.41485444958772,-0.36466619577245
2002-04-01,-0.195266568975877,-2.19771193584655,-0.10597714563995
2002-04-08,0.299973759925809,-1.57041315893352,0.153020557200751
2002-04-15,0.18899124912409,-2.38229886428754,0.480239135317928
2002-04-22,-0.0681673352942611,-1.43082585346037,0.761290241686906
2002-04-29,-0.228865287144124,-3.67884321932422,0.719699162629101
2002-05-06,-0.369676103916018,0.799601066674823,0.787507760179685
